,CODE_GENDER,EXT_SOURCE_3,EMERGENCYSTATE_MODE,OCCUPATION_TYPE,WALLSMATERIAL_MODE,REGION_RATING_CLIENT,AMT_GOODS_PRICE,GOODS_PRICE_CREDIT_PER,DAYS_WORKING_PER,ANNUITY_DAYS_BIRTH_PERC,TARGET
73123,M,0.1034490521267516,No,Laborers,Panel,2.0,360000.0,1.0,0.06351157549682442,-0.3708262108262108,0
73127,M,0.7136313997323308,No,Drivers,"Stone, brick",2.0,1350000.0,1.0,0.10428059588911937,-0.29713677368745445,0
73130,M,0.3740208032583212,No,Drivers,"Stone, brick",1.0,495000.0,1.0,0.24099346743418926,-0.6246868686868687,0
73134,F,0.6296742509538716,No,Cleaning staff,Panel,2.0,688500.0,1.1583986928104575,0.06111554273792723,-0.6152829690036622,0
73141,M,0.8128226070575616,No,Sales staff,Panel,2.0,495000.0,1.198,-15.666252037402419,-1.2104880581516095,0
73149,M,0.5867400085415683,No,High skill tech staff,Panel,2.0,409500.0,1.1583956043956043,0.3889323644494131,-0.8509322678843226,0
73169,F,0.622922000268356,No,Laborers,Panel,1.0,454500.0,1.2376039603960396,0.27597504883120155,-0.6659533400469957,0
73180,M,0.1884895337951677,No,Laborers,"Stone, brick",3.0,225000.0,1.0,0.1235588205285175,-0.5513924050632911,0
73194,M,0.1575949986663102,No,Laborers,"Stone, brick",2.0,454500.0,1.1716039603960395,0.04699340347816606,-0.4717849794238683,0
73198,F,0.1500851762342935,No,Laborers,Panel,1.0,225000.0,1.0,0.06008626742902999,-0.6573689416419387,0
73208,F,0.4974688893052743,No,Accountants,Block,2.0,1008000.0,1.0,0.3237650528385353,-0.6873078612209047,0
73210,M,0.7091891096653581,No,Managers,"Stone, brick",2.0,238500.0,1.1056037735849056,0.028654334421472614,-0.7707884016295231,0
73212,M,0.2608559142068693,No,IT staff,Panel,2.0,495000.0,1.0,-16.626138018936636,-1.2265773310999442,0
73220,M,0.3077366963789207,No,Laborers,Block,2.0,900000.0,1.0,0.06773536895674301,-0.4263906519545617,0
73221,F,0.4650692149562261,No,Sales staff,"Stone, brick",1.0,675000.0,1.0,0.21314293269866455,-0.4481777777777778,0
73225,M,0.3154721549257734,No,Drivers,Panel,3.0,180000.0,1.132,0.019728443773935244,-0.39039528825461545,0
73227,M,0.7801436381572275,No,Laborers,Block,3.0,67500.0,1.066,0.22852698498579738,-1.9373689727463312,0
73233,F,0.1777040724853336,No,Medicine staff,Panel,2.0,238500.0,1.2112075471698114,0.22827357755261107,-0.5281057858043271,0
73239,F,0.7421816117614419,No,Core staff,Panel,2.0,229500.0,1.105607843137255,0.0347179169249845,-0.7033337297340151,0
73257,F,0.5779691187553125,No,Sales staff,Block,2.0,472500.0,1.0792,0.08453228456215463,-0.7022935459058807,0
73260,F,0.4031416766587513,No,Core staff,Panel,2.0,315000.0,1.0,0.11343925622701728,-0.9151111111111111,0
73274,F,0.3092753558842053,No,High skill tech staff,"Stone, brick",2.0,477000.0,1.0791981132075472,0.14807646919990558,-0.7370874867352086,0
73292,F,0.722392890081304,No,Sales staff,"Stone, brick",2.0,1062000.0,1.0871186440677967,0.02085118537560697,-0.2855307826406092,0
73310,M,0.4740512892789932,No,Drivers,"Stone, brick",2.0,1143000.0,1.0871181102362204,-15.905717894003397,-0.4525843803892584,0
73312,F,0.7530673920730478,No,Sales staff,Panel,2.0,1620000.0,1.198,0.22347430588554748,-0.2870029419214059,0
73319,F,0.6626377922738201,No,Laborers,Panel,2.0,675000.0,1.0396,0.1587701612903226,-0.2902303264359745,0
73327,F,0.3490552510751822,No,Sales staff,"Stone, brick",2.0,675000.0,1.0,0.05335920446276983,-0.3296356259119346,1
73333,F,0.2238313174701554,No,Accountants,Panel,3.0,900000.0,1.1386,0.07135109075569483,-0.38106392017728175,0
73347,M,0.0739651461172267,No,Managers,Panel,2.0,1080000.0,1.0871208333333333,0.020986286189222884,-0.28949241581200436,0
73354,F,0.3825018041447388,No,Security staff,"Stone, brick",1.0,180000.0,1.0,0.17767324045594354,-1.2282222222222223,0
73360,F,0.6690566947824041,No,Realty agents,"Stone, brick",3.0,450000.0,1.1056,0.5358704353716361,-0.48653993078962743,0
73361,F,0.6925590674998008,No,Accountants,Block,2.0,679500.0,1.2376026490066225,0.34160993191830197,-0.4887658515442585,0
73364,M,0.3077366963789207,No,Laborers,"Stone, brick",2.0,1125000.0,1.1188,0.07090944804557062,-0.2857142857142857,0
73376,F,0.6279908192952864,No,Cooking staff,Panel,1.0,900000.0,1.2376,0.12041564792176039,-0.20090699367560502,0
73399,F,0.3392876999089139,No,Cleaning staff,Block,2.0,459000.0,1.1188039215686274,0.018875534403484714,-0.5663834064327485,1
73408,F,0.4066174366275036,No,Laborers,Panel,1.0,882000.0,1.3168010204081633,0.09170305676855896,-0.3890047100609991,0
73413,F,0.5797274227921155,No,Realty agents,Panel,2.0,1129500.0,1.0,0.1328976034858388,-0.31840390879478825,0
73414,M,0.6910212267577837,No,Drivers,"Stone, brick",2.0,679500.0,1.0593973509933774,-16.16190981901854,-0.46664188812488383,0
73425,F,0.2678689358444539,No,Cleaning staff,"Stone, brick",2.0,450000.0,1.2112,0.022825070159027128,-0.438672083384628,0
73426,M,0.5779691187553125,No,Core staff,"Stone, brick",2.0,360000.0,1.0,-18.648167058102725,-1.1226320465422863,0
73433,M,0.5478104658520093,No,Cooking staff,"Stone, brick",2.0,913500.0,1.0,-15.35795980153057,-0.44825181415512205,0
73442,F,0.1575949986663102,No,HR staff,"Stone, brick",2.0,1125000.0,1.0,-17.139511966213046,-0.4762224010011621,0
73464,F,0.4489622731076524,No,Medicine staff,Panel,3.0,328500.0,1.2112054794520548,-17.0825966980029,-1.413246083680349,0
73493,F,0.8193176922872417,No,Private service staff,Panel,1.0,900000.0,1.198,0.5834001202163895,-0.6307143082804157,0
73516,F,0.2970866116472028,No,Managers,"Stone, brick",2.0,765000.0,1.2376,0.021000940340612267,-0.2574614318955198,0
73521,M,0.3893387918468769,No,Laborers,Panel,1.0,162000.0,1.105611111111111,0.30873668524753023,-0.9873576371859845,0
73541,F,0.2225807646753351,No,Accountants,"Stone, brick",3.0,90000.0,1.1584,-15.642098501070663,-2.185715622952354,0
73559,M,0.1604889306273446,No,Drivers,"Stone, brick",1.0,225000.0,1.066,-14.907877551020409,-1.0272536687631026,0
73567,F,0.7281412993111438,No,Core staff,Panel,2.0,900000.0,1.1188,0.17555434634743572,-0.285237568632016,0
73568,M,0.3556387169923543,No,High skill tech staff,"Stone, brick",2.0,900000.0,1.396,0.21702699245234744,-0.38452929963721333,0
73581,F,0.6092756673894402,No,Sales staff,"Stone, brick",3.0,157500.0,1.0,0.03635685653025077,-1.2370408810471083,0
73592,F,0.6109913280868294,No,Medicine staff,Block,2.0,904500.0,1.1161592039800996,-15.401998819262882,-0.7080179736366757,0
73627,M,0.1963339662134567,No,Drivers,"Stone, brick",3.0,225000.0,1.066,0.10262607786778155,-0.5896650680842048,0
73628,F,0.5902333386185574,No,Laborers,"Stone, brick",1.0,225000.0,1.0,0.04078427124519309,-1.6411555555555555,0
73647,F,0.2650494299443805,No,Managers,"Stone, brick",2.0,360000.0,1.0,0.03870030379078061,-0.8412222222222222,0
73658,F,0.7338145369642702,No,Managers,"Stone, brick",2.0,1903500.0,1.1187990543735225,0.46728882963527285,-0.3729809886606818,0
73679,M,0.4848514754962666,No,Security staff,Panel,1.0,900000.0,1.396,0.06749700859349506,-0.4987521701388889,0
73686,F,0.7394117535524816,No,High skill tech staff,"Stone, brick",2.0,900000.0,1.1188,0.14389610389610388,-0.5765846718334644,0
73700,F,0.5316861425197883,No,Managers,Panel,2.0,675000.0,1.0,0.48836123913423957,-0.5078814814814815,0
73725,M,0.2881295999178507,No,Drivers,Panel,2.0,247500.0,1.0,0.05210576692988753,-1.3507878787878789,0
73729,F,0.3185955240537633,No,Sales staff,"Stone, brick",2.0,135000.0,1.0,0.44408677396780966,-2.117037037037037,0
73809,F,0.6313545365850379,No,Sales staff,"Stone, brick",1.0,720000.0,1.3168,0.03773031334350428,-0.5416348843122298,0
73812,F,0.1446481462546413,No,Accountants,Monolithic,2.0,468000.0,1.396,0.23887477099462207,-0.6650552214754549,0
73847,M,0.7570690154522959,No,Laborers,Panel,2.0,1138500.0,1.145201581027668,0.3444700460829493,-0.38597076315935747,0
73852,F,0.7862666146611379,No,Core staff,"Stone, brick",2.0,450000.0,1.3168,0.08553888130968622,-0.6636336886897083,0
73870,M,0.8106180215523969,No,Core staff,Panel,3.0,310500.0,1.2375942028985507,-17.264274910190963,-1.0086533648001144,0
73878,F,0.5673792367572691,No,Sales staff,"Stone, brick",2.0,2250000.0,1.0,0.07680434319778583,-0.30364444444444444,0
73894,F,0.7001838506835805,No,Core staff,"Stone, brick",2.0,225000.0,1.099,-15.153424884869104,-1.370578869555328,0
73898,M,0.7610263695502636,No,Core staff,Panel,2.0,193500.0,1.528,0.0473001852115686,-0.9676040805073063,0
73899,F,0.2032521136204725,No,Medicine staff,Mixed,3.0,675000.0,1.0,0.05,-0.8440678744460518,0
73900,F,0.6380435278721609,No,Laborers,Wooden,1.0,517500.0,1.2376,-16.78737877464724,-0.7676863907413288,0
73913,M,0.7338145369642702,No,Drivers,Others,2.0,1327500.0,1.1742406779661017,-16.879702375450595,-0.516038253320932,1
73925,F,0.7295666907060153,No,Sales staff,Monolithic,2.0,810000.0,1.0,0.017955717318774645,-0.38084346952212633,0
73930,M,0.375711009574066,No,Laborers,Panel,1.0,1350000.0,1.0,0.12659554788185237,-0.33352871612936397,0
73937,F,0.2020866016820394,No,Medicine staff,"Stone, brick",3.0,463500.0,1.1583980582524271,0.11164933837429111,-0.5021059500504241,1
73944,F,0.4866531565147181,No,Laborers,Panel,3.0,580500.0,1.118798449612403,-16.68385711675498,-0.8457734507804049,0
73945,M,0.4632753280912678,No,Laborers,"Stone, brick",2.0,459000.0,1.1188039215686274,-17.740577035166115,-0.9050664908231674,0
73948,F,0.0677939106412593,No,Sales staff,"Stone, brick",2.0,180000.0,1.3168,0.04991640792930499,-0.6447986447986448,0
73960,F,0.5832379256761245,No,Sales staff,"Stone, brick",1.0,675000.0,1.2376,-17.8655351203287,-0.5755144554232469,0
73962,M,0.5531646987710016,No,Laborers,"Stone, brick",3.0,463500.0,1.3432038834951456,0.3951755680141635,-0.6062476241586726,0
73979,F,0.7407990879702335,No,Security staff,"Stone, brick",2.0,328500.0,1.1056027397260273,0.13873013879294102,-0.44841521283036934,0
73992,M,0.7713615919194317,No,Drivers,Panel,2.0,225000.0,1.066,-14.733481242436467,-1.0551405648130414,0
74011,F,0.6910212267577837,No,Core staff,Panel,2.0,463500.0,1.0792038834951456,0.23667417417417416,-0.33563261835018426,0
74013,F,0.8625103025687644,No,Accountants,Panel,2.0,454500.0,1.0,-24.076664469347396,-0.477629797550455,0
74025,F,0.5726825047161584,No,Laborers,Block,2.0,450000.0,1.0,0.4532721967486453,-0.3095164370129535,1
74045,F,0.6545292802242897,No,Core staff,Panel,3.0,225000.0,1.132,0.4452586919389498,-0.7167426890192129,0
74059,M,0.7121551551910698,No,Managers,"Stone, brick",2.0,270000.0,1.0,0.011852502194907815,-0.8437037037037037,0
74068,F,0.6397075677637197,No,Cleaning staff,Panel,1.0,913500.0,1.2217586206896551,0.13339007782101167,-0.4443904086457278,0
74073,M,0.7136313997323308,No,Laborers,Panel,2.0,450000.0,1.0,0.14221803626089005,-0.2876056004198622,0
74083,M,0.7001838506835805,No,Managers,Panel,2.0,1080000.0,1.0,0.3880753870945141,-0.4520133643690719,0
74086,F,0.6006575372857061,No,Sales staff,Panel,2.0,225000.0,1.396,0.044086966070056,-1.1268250433061124,0
74100,F,0.6986675550534175,No,Core staff,"Stone, brick",2.0,855000.0,1.198,0.019651045078306437,-0.5607479756240087,0
74120,F,0.4258928980051529,No,Laborers,Panel,3.0,675000.0,1.0,0.18574838652639025,-0.34833086967233307,0
74127,F,0.7380196196295241,No,Sales staff,Panel,3.0,922500.0,1.1161609756097561,0.25839834421270497,-0.36774542952912076,0
74160,F,0.0005272652387098,No,Laborers,Panel,2.0,693000.0,1.0,0.09315731826828846,-0.7714406421630756,0
74161,M,0.3539876078507373,No,Sales staff,"Stone, brick",2.0,198000.0,1.0,0.022675865188871297,-0.7485291005291005,0
74194,M,0.6528965519806539,No,Drivers,Panel,2.0,900000.0,1.0,0.07469703993113039,-0.33557777777777775,0
74205,F,0.1624419982223248,No,Private service staff,Panel,3.0,450000.0,1.1056,-16.973047074678192,-0.647265836491608,0
74212,F,0.6706517530862718,No,Sales staff,Panel,2.0,900000.0,1.0,0.2694674101134397,-0.5455642094773556,0
74220,M,0.4418358231994413,No,High skill tech staff,"Stone, brick",2.0,1035000.0,1.1452,0.2091790708164186,-0.5098749460974558,1
74225,F,0.816092360478441,No,Accountants,"Stone, brick",1.0,180000.0,1.099,-15.506623078882567,-1.7110893174966402,0
74226,F,0.2970866116472028,No,Managers,Panel,2.0,157500.0,1.4752,0.08779373368146214,-1.5329580988117573,0
74227,M,0.2445163919946749,No,Sales staff,Panel,2.0,675000.0,1.1584,0.15495947510613664,-0.27457214009431463,0
74260,M,0.7281412993111438,No,Laborers,Panel,2.0,490500.0,1.396,0.03663003663003663,-1.2004287245444802,0
74271,M,0.6610235391308081,No,Laborers,"Stone, brick",2.0,675000.0,1.1584,-23.780389348264862,-0.40690404281248344,1
74287,F,0.4188542886233217,No,Sales staff,Panel,2.0,819000.0,1.0,0.3365464944412313,-0.533889146209665,0
74293,F,0.8193176922872417,No,Sales staff,Panel,2.0,409500.0,1.0791978021978021,0.23188487267412447,-0.5636833182819209,0
74301,F,0.3062022983135042,No,Laborers,"Stone, brick",2.0,720000.0,1.396,0.015094732458879866,-0.6918381677739966,0
74306,M,0.3740208032583212,No,Laborers,Panel,2.0,463500.0,1.2376019417475728,0.3229271230676571,-0.3593211780194413,0
74307,M,0.7380196196295241,No,Laborers,Panel,2.0,450000.0,1.0,0.25638506876227896,-0.7880862160290103,0
74308,M,0.4507472818545589,No,Drivers,Panel,2.0,45000.0,1.066,0.18203046814188814,-1.740805265195509,0
74314,F,0.1704461230452281,No,HR staff,Block,1.0,675000.0,1.1056,0.2661788953009068,-0.17869112068648033,1
74320,F,0.3233112448967859,No,Sales staff,Panel,3.0,450000.0,1.1584,0.12512285476676496,-0.27591601739729027,1
74321,M,0.324891229465852,No,Laborers,Panel,3.0,1080000.0,1.1782,0.493128588941222,-0.2944282973347771,1
74328,F,0.2692857999073816,No,Managers,Panel,2.0,270000.0,1.0,0.3485472080594631,-1.205851851851852,0
74334,M,0.5460231970049609,No,Laborers,"Stone, brick",2.0,1116000.0,1.0,0.1355239035396982,-0.43463736802586617,0
74342,M,0.5064842396679806,No,Managers,"Stone, brick",2.0,1305000.0,1.0,0.08607335214157476,-0.5432253570184604,0
74347,M,0.3876253444214701,No,Managers,"Stone, brick",2.0,787500.0,1.198,0.27530220431381847,-0.6089011563926323,0
74351,F,0.228883416700673,No,Laborers,Panel,2.0,450000.0,1.0,0.009324971117346096,-0.49638504864311317,0
74359,F,0.4170996682522097,No,Managers,"Stone, brick",3.0,850500.0,1.118798941798942,0.03748497064856072,-0.3887170604973401,0
74365,F,0.3046721837533529,No,Core staff,Panel,2.0,360000.0,1.0,0.6798122955870503,-1.1720555555555556,0
74366,M,0.6296742509538716,No,High skill tech staff,"Stone, brick",2.0,450000.0,1.3168,0.048128645037087366,-0.5472206729875442,0
74369,F,0.6706517530862718,No,Laborers,Panel,2.0,270000.0,1.1584,0.38580246913580246,-1.0637119113573408,0
74378,F,0.656158373001177,No,Laborers,Block,3.0,495000.0,1.1584,0.16682774914089346,-0.596263746818422,0
74391,M,0.3944954053123993,No,Security staff,"Stone, brick",2.0,675000.0,0.6666666666666666,-17.52857897010126,-0.9260888888888889,0
74396,F,0.8224987619370829,No,Laborers,"Stone, brick",3.0,270000.0,1.0,0.2761258817145958,-1.3651851851851853,0
74406,F,0.7076993447402619,No,Cooking staff,Panel,2.0,1125000.0,1.1452,0.04705646776131358,-0.5855574609037213,0
74417,M,0.7380196196295241,No,Sales staff,Panel,1.0,1305000.0,1.0,0.13253585669225734,-0.4388810531264692,0
74438,F,0.6006575372857061,No,HR staff,"Stone, brick",2.0,517500.0,1.0,0.06607954226734729,-0.7393720708390361,0
74445,M,0.6127042441012546,No,High skill tech staff,Panel,2.0,463500.0,1.2376019417475728,0.25845829718676416,-0.6354043625482322,0
74452,F,0.7338145369642702,No,Sales staff,Panel,2.0,585000.0,1.0,0.1441850526203323,-0.5006954474937142,0
74474,M,0.6380435278721609,No,Laborers,Wooden,2.0,679500.0,1.0,0.04808312895314315,-0.7798666163332075,0
74475,F,0.6577838002083306,No,Core staff,Block,2.0,337500.0,1.0,0.08133742096187009,-0.28615291827727063,0
74480,F,0.6512602186973006,No,Core staff,"Stone, brick",2.0,585000.0,1.1056,0.2441505595116989,-0.34665860601022697,0
74487,M,0.6769925032909132,No,Laborers,Block,2.0,450000.0,1.0528,0.022204412596643408,-0.4667568846200394,0
74493,M,0.2735646775174348,No,Laborers,"Stone, brick",2.0,450000.0,1.0,0.06833093294927188,-0.3817115631299249,0
74499,F,0.5370699579791587,No,Managers,"Stone, brick",2.0,270000.0,1.1056,-16.437578757875787,-1.296685340802988,1
74525,M,0.470456116119975,No,Laborers,Panel,3.0,337500.0,1.0,0.06957158549981692,-0.9710222222222222,0
74527,F,0.2091546988410069,No,Sales staff,"Stone, brick",3.0,630000.0,1.1584,0.04740827023878858,-0.45920755272061087,0
74549,F,0.8203829585116356,No,Medicine staff,Block,2.0,495000.0,1.0792,0.02776790700035535,-0.6890532906588314,0
74576,F,0.6658549219640212,No,Core staff,Panel,2.0,45000.0,1.0,0.3122784630653623,-3.0611979166666665,0
74579,F,0.511891801533151,No,Managers,"Stone, brick",2.0,450000.0,1.4224,0.05802505966587112,-0.9942899517982944,0
74580,F,0.5442347412142162,No,Laborers,Panel,2.0,382500.0,1.0,0.24686658620369512,-0.5789926355964092,0
74594,F,0.3996756156233169,No,Managers,Panel,2.0,193500.0,1.0,0.028519617540389054,-0.881621975147155,0
74602,F,0.6769925032909132,No,Core staff,Panel,2.0,666000.0,1.198,0.16137566137566137,-0.8099638408999599,0
74607,F,0.6263042766749393,No,Sales staff,Block,1.0,90000.0,1.1584,0.14028266694688174,-1.739126461988304,0
74632,F,0.3944954053123993,No,Managers,Panel,2.0,630000.0,1.0,0.279486036838978,-0.27049995479613054,0
74638,F,0.4830501881366946,No,High skill tech staff,"Stone, brick",2.0,247500.0,1.0,0.03477730323367907,-1.5893333333333333,0
74645,M,0.8128226070575616,No,Drivers,"Stone, brick",1.0,292500.0,1.2112,-15.77450980392157,-1.2534307754770604,0
74647,F,0.4365064990977374,No,Core staff,"Stone, brick",2.0,450000.0,1.1584,0.15476780697405387,-0.38260539668990373,0
74654,F,0.3201633668633456,No,Sales staff,Panel,2.0,135000.0,1.1056,0.14601861427094107,-0.675538789339481,0
74661,F,0.470456116119975,No,Laborers,"Stone, brick",2.0,450000.0,1.2112,0.06159003831417625,-0.3918918918918919,0
74663,F,0.2910973802776635,No,Accountants,"Stone, brick",2.0,1129500.0,1.145199203187251,0.014486486486486486,-0.3900978407557355,0
74664,F,0.4902575124990026,No,Managers,Panel,2.0,225000.0,1.0,0.050180884583965454,-0.4031806525983956,0
74669,M,0.5814837058057234,No,Laborers,Panel,2.0,598500.0,1.0,-15.873918901299492,-1.1918673918673919,0
74693,F,0.3706496323299817,No,Managers,Block,2.0,900000.0,1.0,0.05009917823746104,-0.39211111111111113,0
74697,M,0.2707073872651806,No,Laborers,Panel,2.0,967500.0,1.1452,0.0379505192425168,-0.4042536772082542,0
74705,M,0.4884551844437485,No,Laborers,Panel,2.0,450000.0,1.0,0.18119465184927938,-0.5262244152046783,0
74710,M,0.2822484337007223,No,Drivers,Panel,2.0,103500.0,1.132,0.2928016763219524,-1.3054952128087538,0
74724,M,0.6848276586890367,No,Security staff,"Stone, brick",2.0,405000.0,1.1122,0.17839651732269182,-0.22668352504600076,0
74729,F,0.8327850252992314,No,Laborers,"Stone, brick",2.0,360000.0,1.0,0.06550411613702753,-1.2552222222222222,0
74752,M,0.4722533429586386,No,Laborers,"Stone, brick",1.0,450000.0,1.2112,0.051036767849508335,-0.9495826038415671,0
74766,M,0.2692857999073816,No,Cooking staff,Panel,1.0,810000.0,1.0,0.17456048607998406,-0.6870957807206652,0
74790,M,0.4525335592581747,No,Drivers,Wooden,2.0,225000.0,1.264,0.05249209198939899,-0.8025110630853144,0
74798,M,0.4031416766587513,No,High skill tech staff,Panel,2.0,675000.0,1.0,0.058847800299138685,-0.6779963283503803,0
74801,F,0.6246146584503397,No,Core staff,Block,1.0,243000.0,1.1055925925925927,0.06357480174641361,-0.8935865281261197,0
74804,F,0.6817058776720116,No,HR staff,Panel,2.0,675000.0,1.0,0.14932082950645334,-0.7233849112684675,0
74806,F,0.6674577419214722,No,Accountants,Panel,2.0,477000.0,1.316801886792453,0.30472727272727274,-0.7898894154818326,0
74807,F,0.8016009030071296,No,Sales staff,Panel,2.0,180000.0,1.066,0.13497150997150997,-0.7348092322185587,0
74811,F,0.4294236843421945,No,Managers,Panel,3.0,229500.0,1.3168039215686274,0.19293778117307528,-0.762598310515584,0
74812,M,0.6446794549585961,No,Drivers,"Stone, brick",2.0,450000.0,1.4224,0.15063869217022965,-0.5041374708041375,0
74820,F,0.4031416766587513,No,Core staff,Panel,2.0,1066500.0,1.145198312236287,0.06725987961266684,-0.42642114807839854,0
74859,F,0.5028782772082183,No,Laborers,Panel,2.0,112500.0,1.132,0.01689869538569302,-0.8250975292587777,0
74860,F,0.5638350489514956,No,Sales staff,"Stone, brick",2.0,1800000.0,1.1188,0.16688351114580624,-0.207701661937576,0
74867,M,0.4329616670974407,No,Sales staff,Panel,2.0,450000.0,1.0,0.05190970568625584,-0.3842409603279168,0
74893,F,0.4866531565147181,No,Laborers,Panel,2.0,787500.0,1.198,0.07311579203701449,-0.5926647543793184,0
74896,F,0.3556387169923543,No,Accountants,"Stone, brick",2.0,450000.0,1.4224,0.06832444304989017,-0.40778593477600245,0
74897,M,0.5531646987710016,No,Sales staff,"Stone, brick",2.0,382500.0,1.0792,0.04412801353447061,-0.5289336316181954,0
74911,M,0.2750003523983893,No,Drivers,Block,1.0,1350000.0,1.1452,0.15839603771787789,-0.23226591449587966,0
74915,F,0.11911906455945,No,Medicine staff,Panel,2.0,139500.0,1.264,0.11179605727862325,-1.5191688615744805,0
74925,F,0.7583930617144343,No,Sales staff,Panel,3.0,207000.0,1.0,-14.739426957223568,-1.220990391722099,0
74937,F,0.1798217650897043,No,Laborers,Panel,1.0,1125000.0,1.1452,0.07934520943668753,-0.5494708994708994,0
74962,F,0.7267112092725122,No,Managers,"Stone, brick",2.0,247500.0,1.3168,0.21820473051570377,-0.5791926337656504,0
74978,F,0.5334816299804352,No,Laborers,"Stone, brick",1.0,450000.0,1.1056,0.3747284322657509,-0.2696334089191232,0
74981,M,0.7435593141311444,No,Laborers,"Stone, brick",2.0,225000.0,1.396,0.3140184645286686,-1.080208640881803,0
74999,F,0.4722533429586386,No,High skill tech staff,"Stone, brick",2.0,450000.0,1.3168,0.038265870382658704,-0.3372496363432919,0
75017,M,0.445396241560834,No,Laborers,Block,2.0,454500.0,1.198,0.5193177239557685,-1.4033864228944806,0
75030,M,0.3825018041447388,No,Laborers,Panel,2.0,1125000.0,1.0,0.017372174176907906,-0.3991461143661716,0
75041,M,0.4992720153045617,No,Laborers,"Stone, brick",2.0,540000.0,1.198,0.4298210277953617,-0.9697527763826106,0
75055,M,0.3996756156233169,No,Core staff,"Stone, brick",2.0,675000.0,1.0,0.05922990958041248,-0.9976434815659445,0
75066,F,0.3217352821966848,No,Sales staff,Panel,2.0,135000.0,4.666666666666667,0.011294941139039135,-0.5986666666666667,0
75071,F,0.5884877883422673,No,Laborers,"Stone, brick",2.0,180000.0,1.0,0.018553201451480743,-0.982123354601368,1
75081,F,0.7862666146611379,No,Cooking staff,"Stone, brick",1.0,675000.0,1.0,0.3458661918087001,-0.5823703703703703,0
75082,M,0.7557400501752248,No,Laborers,"Stone, brick",2.0,270000.0,1.0,-16.164770967028105,-1.6737037037037037,0
75088,M,0.4241303111942548,No,Laborers,Panel,2.0,1260000.0,1.1452,0.1239140170174653,-0.560893209248584,0
75091,F,0.6246146584503397,No,Managers,"Stone, brick",2.0,675000.0,1.0,-16.160479624795364,-0.6696592592592593,0
75099,F,0.5531646987710016,No,Laborers,Wooden,1.0,247500.0,1.1056,0.07348989367916813,-1.080988917306053,0
75112,F,0.6879328378491735,No,Drivers,"Stone, brick",2.0,688500.0,1.118797385620915,-16.61781700714318,-0.5569873671139494,0
75120,F,0.8128226070575616,No,Sales staff,"Stone, brick",3.0,229500.0,1.105607843137255,0.03630239520958084,-0.6355095730764657,0
75128,F,0.8106180215523969,No,Medicine staff,"Stone, brick",2.0,225000.0,1.0,0.13668461161993986,-1.2713777777777777,0
75134,F,0.3425288720742255,No,Core staff,Panel,3.0,270000.0,0.6666666666666666,0.3938197026022305,-1.9128888888888889,0
75142,F,0.5280927512030451,No,Cleaning staff,Block,2.0,247500.0,1.2112,0.16826202283473649,-1.0362403274476413,0
75145,F,0.7338145369642702,No,Sales staff,Panel,2.0,238500.0,1.198,0.3251403299880932,-0.528710823328387,0
75148,M,0.6832688314232291,No,Drivers,Panel,1.0,1719000.0,1.071280104712042,0.03706088992974239,-0.2502674110217299,0
75160,F,0.6058362647264226,No,Medicine staff,Panel,2.0,450000.0,1.0,0.21692399556427536,-0.5324159229738629,0
75162,F,0.4507472818545589,No,Core staff,Panel,2.0,873000.0,1.0,0.037410926365795724,-0.2031608155386657,0
75172,F,0.1034490521267516,No,Sales staff,Panel,2.0,585000.0,1.396,0.27075812274368233,-0.5440912610723931,0
75178,M,0.7121551551910698,No,Managers,Panel,2.0,900000.0,1.1188,0.11244148361541231,-0.29665237885403734,0
75186,F,0.41534714488434,No,Accountants,Panel,3.0,508500.0,1.0,0.045127974854063765,-0.9868173258003766,0
75230,F,0.656158373001177,No,Cooking staff,Panel,3.0,679500.0,1.0,0.21606962663975782,-0.7980873285516548,0
75247,M,0.4223696523543468,No,Drivers,Mixed,2.0,675000.0,1.1188,0.12338932739661337,-0.4065662799308813,0
75248,F,0.7713615919194317,No,Cleaning staff,"Stone, brick",2.0,270000.0,1.0,0.29990999099909993,-0.822962962962963,0
75254,F,0.5937175866150576,No,Accountants,Mixed,2.0,1093500.0,1.087119341563786,0.409630040882249,-0.39237936804998563,0
75262,F,0.6512602186973006,No,Medicine staff,"Stone, brick",3.0,225000.0,1.066,0.14896389938746252,-0.6434381551362683,0
75276,M,0.7969726818373722,No,Drivers,"Stone, brick",2.0,630000.0,1.0,0.15348439504061565,-0.5232662192393736,0
75284,M,0.6817058776720116,No,Laborers,Panel,2.0,909000.0,1.1451980198019802,0.3384572850428532,-0.655502999329455,0
75292,M,0.2985949897873972,No,High skill tech staff,Panel,1.0,1350000.0,1.0,0.20110389942249707,-0.4780367438678784,0
75293,M,0.4866531565147181,No,Managers,"Stone, brick",2.0,337500.0,1.3168,0.018568984092781547,-0.9323170551567255,0
75297,M,0.3441550073724169,No,Laborers,"Stone, brick",2.0,670500.0,1.0,-15.583368888130387,-1.1877866463955404,0
75304,M,0.5656079814115492,No,Core staff,Panel,3.0,697500.0,1.1584,0.23528971402904628,-0.4978105726051391,0
75363,F,0.6971469077844458,No,Core staff,"Stone, brick",2.0,697500.0,1.0,-16.683095053213357,-0.78774467472654,0
75401,F,0.434733248750173,No,Medicine staff,Panel,2.0,270000.0,1.0,-17.596984004625167,-1.5374814814814814,0
